TransactionID,TransactionDate,Amount,BankNameSent,BankNameReceived,TransactionType,Status,TransactionTime,DeviceType,PaymentMethod,Purpose,PaymentMode,Currency,CustomerAccountNumber,MerchantAccountNumber
TXN11638,2024-11-29,198.46,ICICI Bank,SBI Bank,Payment,Success,11:32:33,Tablet,Phone Number,Bill Payment,Instant,EUR,123456800650,987654332650
TXN11639,2024-12-30,418.36,Axis Bank,Axis Bank,Transfer,Success,02:09:42,Laptop,QR Code,Others,Scheduled,GBP,123456800651,987654332651
TXN11640,2024-01-01,734.95,HDFC Bank,ICICI Bank,Payment,Failed,07:09:38,Mobile,UPI ID,Shopping,Instant,INR,123456800652,987654332652
TXN11641,2024-02-02,842.76,SBI Bank,HDFC Bank,Transfer,Success,01:17:36,Tablet,Phone Number,Food,Scheduled,USD,123456800653,987654332653
TXN11642,2024-03-03,850.85,ICICI Bank,SBI Bank,Payment,Success,03:06:15,Laptop,QR Code,Travel,Instant,EUR,123456800654,987654332654
TXN11643,2024-04-04,1480.75,Axis Bank,Axis Bank,Transfer,Success,00:10:28,Mobile,UPI ID,Bill Payment,Scheduled,GBP,123456800655,987654332655
TXN11644,2024-05-05,597.93,HDFC Bank,ICICI Bank,Payment,Success,17:20:46,Tablet,Phone Number,Others,Instant,INR,123456800656,987654332656
TXN11645,2024-06-06,166.79,SBI Bank,HDFC Bank,Transfer,Failed,04:11:41,Laptop,QR Code,Shopping,Scheduled,USD,123456800657,987654332657
TXN11646,2024-07-07,630.54,ICICI Bank,SBI Bank,Payment,Success,04:39:44,Mobile,UPI ID,Food,Instant,EUR,123456800658,987654332658
TXN11647,2024-08-08,90.13,Axis Bank,Axis Bank,Transfer,Success,21:26:19,Tablet,Phone Number,Travel,Scheduled,GBP,123456800659,987654332659
TXN11648,2024-09-09,28.47,HDFC Bank,ICICI Bank,Payment,Success,20:46:42,Laptop,QR Code,Bill Payment,Instant,INR,123456800660,987654332660
TXN11649,2024-10-10,540.19,SBI Bank,HDFC Bank,Transfer,Success,19:19:07,Mobile,UPI ID,Others,Scheduled,USD,123456800661,987654332661
TXN11650,2024-11-11,1783.76,ICICI Bank,SBI Bank,Payment,Failed,22:58:08,Tablet,Phone Number,Shopping,Instant,EUR,123456800662,987654332662
TXN11651,2024-12-12,1014.55,Axis Bank,Axis Bank,Transfer,Success,13:51:34,Laptop,QR Code,Food,Scheduled,GBP,123456800663,987654332663
TXN11652,2024-01-13,545.7,HDFC Bank,ICICI Bank,Payment,Success,19:23:55,Mobile,UPI ID,Travel,Instant,INR,123456800664,987654332664
TXN11653,2024-02-14,187.54,SBI Bank,HDFC Bank,Transfer,Success,03:05:17,Tablet,Phone Number,Bill Payment,Scheduled,USD,123456800665,987654332665
TXN11654,2024-03-15,880.4,ICICI Bank,SBI Bank,Payment,Success,06:35:46,Laptop,QR Code,Others,Instant,EUR,123456800666,987654332666
TXN11655,2024-04-16,1344.1,Axis Bank,Axis Bank,Transfer,Failed,20:56:15,Mobile,UPI ID,Shopping,Scheduled,GBP,123456800667,987654332667
TXN11656,2024-05-17,1058.37,HDFC Bank,ICICI Bank,Payment,Success,06:55:41,Tablet,Phone Number,Food,Instant,INR,123456800668,987654332668
TXN11657,2024-06-18,820.29,SBI Bank,HDFC Bank,Transfer,Success,00:25:34,Laptop,QR Code,Travel,Scheduled,USD,123456800669,987654332669
TXN11658,2024-07-19,914.15,ICICI Bank,SBI Bank,Payment,Success,11:50:33,Mobile,UPI ID,Bill Payment,Instant,EUR,123456800670,987654332670
TXN11659,2024-08-20,1263.43,Axis Bank,Axis Bank,Transfer,Success,15:53:08,Tablet,Phone Number,Others,Scheduled,GBP,123456800671,987654332671
TXN11660,2024-09-21,1146.2,HDFC Bank,ICICI Bank,Payment,Failed,00:47:58,Laptop,QR Code,Shopping,Instant,INR,123456800672,987654332672
TXN11661,2024-10-22,1061.71,SBI Bank,HDFC Bank,Transfer,Success,22:36:16,Mobile,UPI ID,Food,Scheduled,USD,123456800673,987654332673
TXN11662,2024-11-23,1092.56,ICICI Bank,SBI Bank,Payment,Success,12:01:44,Tablet,Phone Number,Travel,Instant,EUR,123456800674,987654332674
TXN11663,2024-12-24,787.12,Axis Bank,Axis Bank,Transfer,Success,18:27:17,Laptop,QR Code,Bill Payment,Scheduled,GBP,123456800675,987654332675
TXN11664,2024-01-25,1445.4,HDFC Bank,ICICI Bank,Payment,Success,22:21:48,Mobile,UPI ID,Others,Instant,INR,123456800676,987654332676
TXN11665,2024-02-26,1436.3,SBI Bank,HDFC Bank,Transfer,Failed,05:26:42,Tablet,Phone Number,Shopping,Scheduled,USD,123456800677,987654332677
TXN11666,2024-03-27,1248.56,ICICI Bank,SBI Bank,Payment,Success,13:20:23,Laptop,QR Code,Food,Instant,EUR,123456800678,987654332678
TXN11667,2024-04-28,358.58,Axis Bank,Axis Bank,Transfer,Success,02:35:52,Mobile,UPI ID,Travel,Scheduled,GBP,123456800679,987654332679
TXN11668,2024-05-29,1155.33,HDFC Bank,ICICI Bank,Payment,Success,07:18:24,Tablet,Phone Number,Bill Payment,Instant,INR,123456800680,987654332680
TXN11669,2024-06-30,755.59,SBI Bank,HDFC Bank,Transfer,Success,13:33:33,Laptop,QR Code,Others,Scheduled,USD,123456800681,987654332681
TXN11670,2024-07-01,79.82,ICICI Bank,SBI Bank,Payment,Failed,23:18:07,Mobile,UPI ID,Shopping,Instant,EUR,123456800682,987654332682
TXN11671,2024-08-02,47.84,Axis Bank,Axis Bank,Transfer,Success,18:36:49,Tablet,Phone Number,Food,Scheduled,GBP,123456800683,987654332683
TXN11672,2024-09-03,1453.91,HDFC Bank,ICICI Bank,Payment,Success,19:33:41,Laptop,QR Code,Travel,Instant,INR,123456800684,987654332684
TXN11673,2024-10-04,1960.43,SBI Bank,HDFC Bank,Transfer,Success,06:30:21,Mobile,UPI ID,Bill Payment,Scheduled,USD,123456800685,987654332685
TXN11674,2024-11-05,171.69,ICICI Bank,SBI Bank,Payment,Success,19:00:24,Tablet,Phone Number,Others,Instant,EUR,123456800686,987654332686
TXN11675,2024-12-06,1551.76,Axis Bank,Axis Bank,Transfer,Failed,16:17:32,Laptop,QR Code,Shopping,Scheduled,GBP,123456800687,987654332687
TXN11676,2024-01-07,1983.9,HDFC Bank,ICICI Bank,Payment,Success,19:07:12,Mobile,UPI ID,Food,Instant,INR,123456800688,987654332688
TXN11677,2024-02-08,1557.68,SBI Bank,HDFC Bank,Transfer,Success,00:12:09,Tablet,Phone Number,Travel,Scheduled,USD,123456800689,987654332689
TXN11678,2024-03-09,635.73,ICICI Bank,SBI Bank,Payment,Success,18:50:14,Laptop,QR Code,Bill Payment,Instant,EUR,123456800690,987654332690
TXN11679,2024-04-10,480.34,Axis Bank,Axis Bank,Transfer,Success,01:01:20,Mobile,UPI ID,Others,Scheduled,GBP,123456800691,987654332691
TXN11680,2024-05-11,773.58,HDFC Bank,ICICI Bank,Payment,Failed,18:02:45,Tablet,Phone Number,Shopping,Instant,INR,123456800692,987654332692
TXN11681,2024-06-12,52.59,SBI Bank,HDFC Bank,Transfer,Success,11:41:18,Laptop,QR Code,Food,Scheduled,USD,123456800693,987654332693
TXN11682,2024-07-13,669.18,ICICI Bank,SBI Bank,Payment,Success,19:53:11,Mobile,UPI ID,Travel,Instant,EUR,123456800694,987654332694
TXN11683,2024-08-14,1678.01,Axis Bank,Axis Bank,Transfer,Success,20:05:36,Tablet,Phone Number,Bill Payment,Scheduled,GBP,123456800695,987654332695
TXN11684,2024-09-15,656.98,HDFC Bank,ICICI Bank,Payment,Success,11:26:13,Laptop,QR Code,Others,Instant,INR,123456800696,987654332696
TXN11685,2024-10-16,1522.6,SBI Bank,HDFC Bank,Transfer,Failed,01:33:39,Mobile,UPI ID,Shopping,Scheduled,USD,123456800697,987654332697
TXN11686,2024-11-17,1852.48,ICICI Bank,SBI Bank,Payment,Success,21:52:28,Tablet,Phone Number,Food,Instant,EUR,123456800698,987654332698
TXN11687,2024-12-18,465.08,Axis Bank,Axis Bank,Transfer,Success,22:20:09,Laptop,QR Code,Travel,Scheduled,GBP,123456800699,987654332699
TXN11688,2024-01-19,1174.67,HDFC Bank,ICICI Bank,Payment,Success,23:47:36,Mobile,UPI ID,Bill Payment,Instant,INR,123456800700,987654332700
TXN11689,2024-02-20,1971.61,SBI Bank,HDFC Bank,Transfer,Success,01:42:05,Tablet,Phone Number,Others,Scheduled,USD,123456800701,987654332701
TXN11690,2024-03-21,1837.63,ICICI Bank,SBI Bank,Payment,Failed,17:20:42,Laptop,QR Code,Shopping,Instant,EUR,123456800702,987654332702
TXN11691,2024-04-22,62.57,Axis Bank,Axis Bank,Transfer,Success,12:19:17,Mobile,UPI ID,Food,Scheduled,GBP,123456800703,987654332703
TXN11692,2024-05-23,700.09,HDFC Bank,ICICI Bank,Payment,Success,12:43:03,Tablet,Phone Number,Travel,Instant,INR,123456800704,987654332704
TXN11693,2024-06-24,1974.55,SBI Bank,HDFC Bank,Transfer,Success,20:41:28,Laptop,QR Code,Bill Payment,Scheduled,USD,123456800705,987654332705
TXN11694,2024-07-25,1837.79,ICICI Bank,SBI Bank,Payment,Success,10:48:22,Mobile,UPI ID,Others,Instant,EUR,123456800706,987654332706
TXN11695,2024-08-26,1849.0,Axis Bank,Axis Bank,Transfer,Failed,07:37:14,Tablet,Phone Number,Shopping,Scheduled,GBP,123456800707,987654332707
TXN11696,2024-09-27,438.16,HDFC Bank,ICICI Bank,Payment,Success,10:57:17,Laptop,QR Code,Food,Instant,INR,123456800708,987654332708
TXN11697,2024-10-28,1892.12,SBI Bank,HDFC Bank,Transfer,Success,02:46:58,Mobile,UPI ID,Travel,Scheduled,USD,123456800709,987654332709
TXN11698,2024-11-29,473.29,ICICI Bank,SBI Bank,Payment,Success,14:08:42,Tablet,Phone Number,Bill Payment,Instant,EUR,123456800710,987654332710
TXN11699,2024-12-30,1907.77,Axis Bank,Axis Bank,Transfer,Success,17:42:32,Laptop,QR Code,Others,Scheduled,GBP,123456800711,987654332711
TXN11700,2024-01-01,1510.26,HDFC Bank,ICICI Bank,Payment,Failed,04:42:13,Mobile,UPI ID,Shopping,Instant,INR,123456800712,987654332712
TXN11701,2024-02-02,548.5,SBI Bank,HDFC Bank,Transfer,Success,19:41:00,Tablet,Phone Number,Food,Scheduled,USD,123456800713,987654332713
TXN11702,2024-03-03,746.73,ICICI Bank,SBI Bank,Payment,Success,17:03:01,Laptop,QR Code,Travel,Instant,EUR,123456800714,987654332714
TXN11703,2024-04-04,1989.87,Axis Bank,Axis Bank,Transfer,Success,07:38:17,Mobile,UPI ID,Bill Payment,Scheduled,GBP,123456800715,987654332715
TXN11704,2024-05-05,1472.15,HDFC Bank,ICICI Bank,Payment,Success,13:07:52,Tablet,Phone Number,Others,Instant,INR,123456800716,987654332716
TXN11705,2024-06-06,532.97,SBI Bank,HDFC Bank,Transfer,Failed,14:07:07,Laptop,QR Code,Shopping,Scheduled,USD,123456800717,987654332717
TXN11706,2024-07-07,1271.64,ICICI Bank,SBI Bank,Payment,Success,06:52:16,Mobile,UPI ID,Food,Instant,EUR,123456800718,987654332718
TXN11707,2024-08-08,1449.71,Axis Bank,Axis Bank,Transfer,Success,08:27:58,Tablet,Phone Number,Travel,Scheduled,GBP,123456800719,987654332719
TXN11708,2024-09-09,216.72,HDFC Bank,ICICI Bank,Payment,Success,21:19:15,Laptop,QR Code,Bill Payment,Instant,INR,123456800720,987654332720
TXN11709,2024-10-10,740.01,SBI Bank,HDFC Bank,Transfer,Success,20:48:15,Mobile,UPI ID,Others,Scheduled,USD,123456800721,987654332721
TXN11710,2024-11-11,1174.76,ICICI Bank,SBI Bank,Payment,Failed,00:32:15,Tablet,Phone Number,Shopping,Instant,EUR,123456800722,987654332722
TXN11711,2024-12-12,1873.45,Axis Bank,Axis Bank,Transfer,Success,11:15:10,Laptop,QR Code,Food,Scheduled,GBP,123456800723,987654332723
TXN11712,2024-01-13,30.3,HDFC Bank,ICICI Bank,Payment,Success,15:23:38,Mobile,UPI ID,Travel,Instant,INR,123456800724,987654332724
TXN11713,2024-02-14,1720.74,SBI Bank,HDFC Bank,Transfer,Success,09:26:14,Tablet,Phone Number,Bill Payment,Scheduled,USD,123456800725,987654332725
TXN11714,2024-03-15,775.14,ICICI Bank,SBI Bank,Payment,Success,04:41:58,Laptop,QR Code,Others,Instant,EUR,123456800726,987654332726
TXN11715,2024-04-16,598.26,Axis Bank,Axis Bank,Transfer,Failed,02:01:32,Mobile,UPI ID,Shopping,Scheduled,GBP,123456800727,987654332727
TXN11716,2024-05-17,815.7,HDFC Bank,ICICI Bank,Payment,Success,01:55:42,Tablet,Phone Number,Food,Instant,INR,123456800728,987654332728
TXN11717,2024-06-18,189.18,SBI Bank,HDFC Bank,Transfer,Success,18:07:51,Laptop,QR Code,Travel,Scheduled,USD,123456800729,987654332729
TXN11718,2024-07-19,107.79,ICICI Bank,SBI Bank,Payment,Success,19:49:40,Mobile,UPI ID,Bill Payment,Instant,EUR,123456800730,987654332730
TXN11719,2024-08-20,1621.17,Axis Bank,Axis Bank,Transfer,Success,22:41:28,Tablet,Phone Number,Others,Scheduled,GBP,123456800731,987654332731
TXN11720,2024-09-21,766.62,HDFC Bank,ICICI Bank,Payment,Failed,06:51:49,Laptop,QR Code,Shopping,Instant,INR,123456800732,987654332732
TXN11721,2024-10-22,83.3,SBI Bank,HDFC Bank,Transfer,Success,07:05:13,Mobile,UPI ID,Food,Scheduled,USD,123456800733,987654332733
TXN11722,2024-11-23,1200.79,ICICI Bank,SBI Bank,Payment,Success,15:44:27,Tablet,Phone Number,Travel,Instant,EUR,123456800734,987654332734
TXN11723,2024-12-24,1389.63,Axis Bank,Axis Bank,Transfer,Success,01:48:32,Laptop,QR Code,Bill Payment,Scheduled,GBP,123456800735,987654332735
TXN11724,2024-01-25,43.04,HDFC Bank,ICICI Bank,Payment,Success,16:18:38,Mobile,UPI ID,Others,Instant,INR,123456800736,987654332736
TXN11725,2024-02-26,741.65,SBI Bank,HDFC Bank,Transfer,Failed,10:37:21,Tablet,Phone Number,Shopping,Scheduled,USD,123456800737,987654332737
TXN11726,2024-03-27,1157.99,ICICI Bank,SBI Bank,Payment,Success,00:24:42,Laptop,QR Code,Food,Instant,EUR,123456800738,987654332738
TXN11727,2024-04-28,696.57,Axis Bank,Axis Bank,Transfer,Success,22:44:43,Mobile,UPI ID,Travel,Scheduled,GBP,123456800739,987654332739
TXN11728,2024-05-29,1131.25,HDFC Bank,ICICI Bank,Payment,Success,12:54:42,Tablet,Phone Number,Bill Payment,Instant,INR,123456800740,987654332740
TXN11729,2024-06-30,584.73,SBI Bank,HDFC Bank,Transfer,Success,14:02:40,Laptop,QR Code,Others,Scheduled,USD,123456800741,987654332741
TXN11730,2024-07-01,1457.01,ICICI Bank,SBI Bank,Payment,Failed,10:07:17,Mobile,UPI ID,Shopping,Instant,EUR,123456800742,987654332742
TXN11731,2024-08-02,669.13,Axis Bank,Axis Bank,Transfer,Success,17:37:41,Tablet,Phone Number,Food,Scheduled,GBP,123456800743,987654332743
TXN11732,2024-09-03,1711.77,HDFC Bank,ICICI Bank,Payment,Success,05:36:19,Laptop,QR Code,Travel,Instant,INR,123456800744,987654332744
TXN11733,2024-10-04,830.41,SBI Bank,HDFC Bank,Transfer,Success,22:09:35,Mobile,UPI ID,Bill Payment,Scheduled,USD,123456800745,987654332745
TXN11734,2024-11-05,148.71,ICICI Bank,SBI Bank,Payment,Success,08:08:28,Tablet,Phone Number,Others,Instant,EUR,123456800746,987654332746
TXN11735,2024-12-06,60.09,Axis Bank,Axis Bank,Transfer,Failed,20:38:21,Laptop,QR Code,Shopping,Scheduled,GBP,123456800747,987654332747
TXN11736,2024-01-07,992.77,HDFC Bank,ICICI Bank,Payment,Success,22:09:34,Mobile,UPI ID,Food,Instant,INR,123456800748,987654332748
TXN11737,2024-02-08,290.43,SBI Bank,HDFC Bank,Transfer,Success,13:39:04,Tablet,Phone Number,Travel,Scheduled,USD,123456800749,987654332749
TXN11738,2024-03-09,1741.79,ICICI Bank,SBI Bank,Payment,Success,14:27:28,Laptop,QR Code,Bill Payment,Instant,EUR,123456800750,987654332750
TXN11739,2024-04-10,1948.38,Axis Bank,Axis Bank,Transfer,Success,11:59:30,Mobile,UPI ID,Others,Scheduled,GBP,123456800751,987654332751
TXN11740,2024-05-11,169.41,HDFC Bank,ICICI Bank,Payment,Failed,22:35:04,Tablet,Phone Number,Shopping,Instant,INR,123456800752,987654332752
TXN11741,2024-06-12,189.49,SBI Bank,HDFC Bank,Transfer,Success,19:31:31,Laptop,QR Code,Food,Scheduled,USD,123456800753,987654332753
TXN11742,2024-07-13,469.58,ICICI Bank,SBI Bank,Payment,Success,21:34:51,Mobile,UPI ID,Travel,Instant,EUR,123456800754,987654332754
TXN11743,2024-08-14,1572.72,Axis Bank,Axis Bank,Transfer,Success,04:53:25,Tablet,Phone Number,Bill Payment,Scheduled,GBP,123456800755,987654332755
TXN11744,2024-09-15,796.67,HDFC Bank,ICICI Bank,Payment,Success,20:04:48,Laptop,QR Code,Others,Instant,INR,123456800756,987654332756
TXN11745,2024-10-16,1899.24,SBI Bank,HDFC Bank,Transfer,Failed,00:56:45,Mobile,UPI ID,Shopping,Scheduled,USD,123456800757,987654332757
TXN11746,2024-11-17,1013.47,ICICI Bank,SBI Bank,Payment,Success,18:04:47,Tablet,Phone Number,Food,Instant,EUR,123456800758,987654332758
TXN11747,2024-12-18,388.69,Axis Bank,Axis Bank,Transfer,Success,18:10:11,Laptop,QR Code,Travel,Scheduled,GBP,123456800759,987654332759
TXN11748,2024-01-19,1019.16,HDFC Bank,ICICI Bank,Payment,Success,14:29:38,Mobile,UPI ID,Bill Payment,Instant,INR,123456800760,987654332760
TXN11749,2024-02-20,296.27,SBI Bank,HDFC Bank,Transfer,Success,08:50:27,Tablet,Phone Number,Others,Scheduled,USD,123456800761,987654332761
TXN11750,2024-03-21,584.16,ICICI Bank,SBI Bank,Payment,Failed,05:27:00,Laptop,QR Code,Shopping,Instant,EUR,123456800762,987654332762
TXN11751,2024-04-22,374.0,Axis Bank,Axis Bank,Transfer,Success,00:45:58,Mobile,UPI ID,Food,Scheduled,GBP,123456800763,987654332763
TXN11752,2024-05-23,564.29,HDFC Bank,ICICI Bank,Payment,Success,22:00:03,Tablet,Phone Number,Travel,Instant,INR,123456800764,987654332764
TXN11753,2024-06-24,416.06,SBI Bank,HDFC Bank,Transfer,Success,13:48:57,Laptop,QR Code,Bill Payment,Scheduled,USD,123456800765,987654332765
TXN11754,2024-07-25,1937.83,ICICI Bank,SBI Bank,Payment,Success,17:00:13,Mobile,UPI ID,Others,Instant,EUR,123456800766,987654332766
TXN11755,2024-08-26,530.48,Axis Bank,Axis Bank,Transfer,Failed,22:07:42,Tablet,Phone Number,Shopping,Scheduled,GBP,123456800767,987654332767
TXN11756,2024-09-27,453.35,HDFC Bank,ICICI Bank,Payment,Success,01:25:35,Laptop,QR Code,Food,Instant,INR,123456800768,987654332768
TXN11757,2024-10-28,1684.39,SBI Bank,HDFC Bank,Transfer,Success,18:16:03,Mobile,UPI ID,Travel,Scheduled,USD,123456800769,987654332769
TXN11758,2024-11-29,889.28,ICICI Bank,SBI Bank,Payment,Success,13:57:36,Tablet,Phone Number,Bill Payment,Instant,EUR,123456800770,987654332770
TXN11759,2024-12-30,256.87,Axis Bank,Axis Bank,Transfer,Success,01:46:28,Laptop,QR Code,Others,Scheduled,GBP,123456800771,987654332771
TXN11760,2024-01-01,1774.78,HDFC Bank,ICICI Bank,Payment,Failed,22:00:02,Mobile,UPI ID,Shopping,Instant,INR,123456800772,987654332772
TXN11761,2024-02-02,472.6,SBI Bank,HDFC Bank,Transfer,Success,00:21:41,Tablet,Phone Number,Food,Scheduled,USD,123456800773,987654332773
TXN11762,2024-03-03,605.34,ICICI Bank,SBI Bank,Payment,Success,23:30:45,Laptop,QR Code,Travel,Instant,EUR,123456800774,987654332774
TXN11763,2024-04-04,1916.31,Axis Bank,Axis Bank,Transfer,Success,13:32:02,Mobile,UPI ID,Bill Payment,Scheduled,GBP,123456800775,987654332775
TXN11764,2024-05-05,1783.59,HDFC Bank,ICICI Bank,Payment,Success,16:35:17,Tablet,Phone Number,Others,Instant,INR,123456800776,987654332776
TXN11765,2024-06-06,1088.99,SBI Bank,HDFC Bank,Transfer,Failed,14:34:33,Laptop,QR Code,Shopping,Scheduled,USD,123456800777,987654332777
TXN11766,2024-07-07,1920.4,ICICI Bank,SBI Bank,Payment,Success,15:06:11,Mobile,UPI ID,Food,Instant,EUR,123456800778,987654332778
TXN11767,2024-08-08,1966.47,Axis Bank,Axis Bank,Transfer,Success,05:11:21,Tablet,Phone Number,Travel,Scheduled,GBP,123456800779,987654332779
TXN11768,2024-09-09,53.19,HDFC Bank,ICICI Bank,Payment,Success,13:19:32,Laptop,QR Code,Bill Payment,Instant,INR,123456800780,987654332780
TXN11769,2024-10-10,1484.57,SBI Bank,HDFC Bank,Transfer,Success,04:01:55,Mobile,UPI ID,Others,Scheduled,USD,123456800781,987654332781
TXN11770,2024-11-11,471.71,ICICI Bank,SBI Bank,Payment,Failed,02:38:19,Tablet,Phone Number,Shopping,Instant,EUR,123456800782,987654332782
TXN11771,2024-12-12,1606.4,Axis Bank,Axis Bank,Transfer,Success,16:56:15,Laptop,QR Code,Food,Scheduled,GBP,123456800783,987654332783
TXN11772,2024-01-13,1893.16,HDFC Bank,ICICI Bank,Payment,Success,15:43:07,Mobile,UPI ID,Travel,Instant,INR,123456800784,987654332784
TXN11773,2024-02-14,719.08,SBI Bank,HDFC Bank,Transfer,Success,17:24:02,Tablet,Phone Number,Bill Payment,Scheduled,USD,123456800785,987654332785
TXN11774,2024-03-15,1460.52,ICICI Bank,SBI Bank,Payment,Success,06:50:27,Laptop,QR Code,Others,Instant,EUR,123456800786,987654332786
TXN11775,2024-04-16,1612.52,Axis Bank,Axis Bank,Transfer,Failed,14:24:37,Mobile,UPI ID,Shopping,Scheduled,GBP,123456800787,987654332787
TXN11776,2024-05-17,1107.62,HDFC Bank,ICICI Bank,Payment,Success,14:53:59,Tablet,Phone Number,Food,Instant,INR,123456800788,987654332788
TXN11777,2024-06-18,536.79,SBI Bank,HDFC Bank,Transfer,Success,14:08:22,Laptop,QR Code,Travel,Scheduled,USD,123456800789,987654332789
TXN11778,2024-07-19,73.04,ICICI Bank,SBI Bank,Payment,Success,21:26:30,Mobile,UPI ID,Bill Payment,Instant,EUR,123456800790,987654332790
TXN11779,2024-08-20,215.27,Axis Bank,Axis Bank,Transfer,Success,13:14:55,Tablet,Phone Number,Others,Scheduled,GBP,123456800791,987654332791
TXN11780,2024-09-21,1458.1,HDFC Bank,ICICI Bank,Payment,Failed,15:27:54,Laptop,QR Code,Shopping,Instant,INR,123456800792,987654332792
TXN11781,2024-10-22,44.19,SBI Bank,HDFC Bank,Transfer,Success,16:24:59,Mobile,UPI ID,Food,Scheduled,USD,123456800793,987654332793
TXN11782,2024-11-23,601.79,ICICI Bank,SBI Bank,Payment,Success,20:34:03,Tablet,Phone Number,Travel,Instant,EUR,123456800794,987654332794
TXN11783,2024-12-24,1037.49,Axis Bank,Axis Bank,Transfer,Success,03:18:17,Laptop,QR Code,Bill Payment,Scheduled,GBP,123456800795,987654332795
TXN11784,2024-01-25,1221.86,HDFC Bank,ICICI Bank,Payment,Success,23:58:42,Mobile,UPI ID,Others,Instant,INR,123456800796,987654332796
TXN11785,2024-02-26,759.49,SBI Bank,HDFC Bank,Transfer,Failed,12:51:38,Tablet,Phone Number,Shopping,Scheduled,USD,123456800797,987654332797
TXN11786,2024-03-27,1774.49,ICICI Bank,SBI Bank,Payment,Success,06:00:42,Laptop,QR Code,Food,Instant,EUR,123456800798,987654332798
TXN11787,2024-04-28,1948.26,Axis Bank,Axis Bank,Transfer,Success,21:57:05,Mobile,UPI ID,Travel,Scheduled,GBP,123456800799,987654332799
TXN11788,2024-05-29,1860.59,HDFC Bank,ICICI Bank,Payment,Success,10:46:20,Tablet,Phone Number,Bill Payment,Instant,INR,123456800800,987654332800
TXN11789,2024-06-30,1004.04,SBI Bank,HDFC Bank,Transfer,Success,05:31:18,Laptop,QR Code,Others,Scheduled,USD,123456800801,987654332801
TXN11790,2024-07-01,454.43,ICICI Bank,SBI Bank,Payment,Failed,22:19:58,Mobile,UPI ID,Shopping,Instant,EUR,123456800802,987654332802
TXN11791,2024-08-02,184.4,Axis Bank,Axis Bank,Transfer,Success,07:16:23,Tablet,Phone Number,Food,Scheduled,GBP,123456800803,987654332803
TXN11792,2024-09-03,1939.7,HDFC Bank,ICICI Bank,Payment,Success,17:31:54,Laptop,QR Code,Travel,Instant,INR,123456800804,987654332804
TXN11793,2024-10-04,70.44,SBI Bank,HDFC Bank,Transfer,Success,01:56:33,Mobile,UPI ID,Bill Payment,Scheduled,USD,123456800805,987654332805
TXN11794,2024-11-05,148.66,ICICI Bank,SBI Bank,Payment,Success,09:26:23,Tablet,Phone Number,Others,Instant,EUR,123456800806,987654332806
TXN11795,2024-12-06,1096.35,Axis Bank,Axis Bank,Transfer,Failed,01:20:33,Laptop,QR Code,Shopping,Scheduled,GBP,123456800807,987654332807
TXN11796,2024-01-07,1951.88,HDFC Bank,ICICI Bank,Payment,Success,21:53:44,Mobile,UPI ID,Food,Instant,INR,123456800808,987654332808
TXN11797,2024-02-08,716.36,SBI Bank,HDFC Bank,Transfer,Success,01:26:20,Tablet,Phone Number,Travel,Scheduled,USD,123456800809,987654332809
TXN11798,2024-03-09,1306.16,ICICI Bank,SBI Bank,Payment,Success,02:35:12,Laptop,QR Code,Bill Payment,Instant,EUR,123456800810,987654332810
TXN11799,2024-04-10,475.77,Axis Bank,Axis Bank,Transfer,Success,16:28:55,Mobile,UPI ID,Others,Scheduled,GBP,123456800811,987654332811
TXN11800,2024-05-11,788.1,HDFC Bank,ICICI Bank,Payment,Failed,10:04:10,Tablet,Phone Number,Shopping,Instant,INR,123456800812,987654332812
TXN11801,2024-06-12,1190.93,SBI Bank,HDFC Bank,Transfer,Success,23:17:45,Laptop,QR Code,Food,Scheduled,USD,123456800813,987654332813
TXN11802,2024-07-13,1381.77,ICICI Bank,SBI Bank,Payment,Success,17:54:25,Mobile,UPI ID,Travel,Instant,EUR,123456800814,987654332814
TXN11803,2024-08-14,1212.62,Axis Bank,Axis Bank,Transfer,Success,11:26:28,Tablet,Phone Number,Bill Payment,Scheduled,GBP,123456800815,987654332815
TXN11804,2024-09-15,1076.98,HDFC Bank,ICICI Bank,Payment,Success,08:00:01,Laptop,QR Code,Others,Instant,INR,123456800816,987654332816
TXN11805,2024-10-16,477.66,SBI Bank,HDFC Bank,Transfer,Failed,21:12:34,Mobile,UPI ID,Shopping,Scheduled,USD,123456800817,987654332817
TXN11806,2024-11-17,725.51,ICICI Bank,SBI Bank,Payment,Success,04:10:23,Tablet,Phone Number,Food,Instant,EUR,123456800818,987654332818
TXN11807,2024-12-18,871.42,Axis Bank,Axis Bank,Transfer,Success,03:02:11,Laptop,QR Code,Travel,Scheduled,GBP,123456800819,987654332819
TXN11808,2024-01-19,1527.7,HDFC Bank,ICICI Bank,Payment,Success,08:57:54,Mobile,UPI ID,Bill Payment,Instant,INR,123456800820,987654332820
TXN11809,2024-02-20,591.48,SBI Bank,HDFC Bank,Transfer,Success,16:30:00,Tablet,Phone Number,Others,Scheduled,USD,123456800821,987654332821
TXN11810,2024-03-21,110.18,ICICI Bank,SBI Bank,Payment,Failed,16:12:28,Laptop,QR Code,Shopping,Instant,EUR,123456800822,987654332822
TXN11811,2024-04-22,1864.57,Axis Bank,Axis Bank,Transfer,Success,18:58:52,Mobile,UPI ID,Food,Scheduled,GBP,123456800823,987654332823
