CustomerAccountNumber,Gender,CustomerAge,City,RemainingBalance
123456799879,Female,47,Hyderabad,2540.19
123456799880,Male,48,Mumbai,3429.99
123456799881,Female,49,Delhi,3073.29
123456799882,Male,50,Bangalore,8834.15
123456799883,Female,51,Hyderabad,7336.99
123456799884,Male,52,Mumbai,7272.47
123456799885,Female,53,Delhi,2727.23
123456799886,Male,54,Bangalore,5232.7
123456799887,Female,55,Hyderabad,819.62
123456799888,Male,56,Mumbai,9755.29
123456799889,Female,57,Delhi,4696.18
123456799890,Male,58,Bangalore,7846.06
123456799891,Female,59,Hyderabad,545.16
123456799892,Male,20,Mumbai,3004.4
123456799893,Female,21,Delhi,1102.55
123456799894,Male,22,Bangalore,57.78
123456799895,Female,23,Hyderabad,3788.35
123456799896,Male,24,Mumbai,5820.33
123456799897,Female,25,Delhi,7189.71
123456799898,Male,26,Bangalore,2651.59
123456799899,Female,27,Hyderabad,8190.89
123456799900,Male,28,Mumbai,1826.53
123456799901,Female,29,Delhi,5686.48
123456799902,Male,30,Bangalore,1270.53
123456799903,Female,31,Hyderabad,4242.6
123456799904,Male,32,Mumbai,3947.95
123456799905,Female,33,Delhi,7637.26
123456799906,Male,34,Bangalore,7054.5
123456799907,Female,35,Hyderabad,2900.99
123456799908,Male,36,Mumbai,4857.34
123456799909,Female,37,Delhi,9681.62
123456799910,Male,38,Bangalore,5575.06
123456799911,Female,39,Hyderabad,8224.02
123456799912,Male,40,Mumbai,2629.95
123456799913,Female,41,Delhi,8017.77
123456799914,Male,42,Bangalore,7307.83
123456799915,Female,43,Hyderabad,717.68
123456799916,Male,44,Mumbai,2362.07
123456799917,Female,45,Delhi,935.93
123456799918,Male,46,Bangalore,5191.44
123456799919,Female,47,Hyderabad,5047.73
123456799920,Male,48,Mumbai,1077.25
123456799921,Female,49,Delhi,4238.65
123456799922,Male,50,Bangalore,9010.61
123456799923,Female,51,Hyderabad,8588.9
123456799924,Male,52,Mumbai,6309.63
123456799925,Female,53,Delhi,791.32
123456799926,Male,54,Bangalore,5454.37
123456799927,Female,55,Hyderabad,1403.95
123456799928,Male,56,Mumbai,4695.79
123456799929,Female,57,Delhi,1553.95
123456799930,Male,58,Bangalore,6894.34
123456799931,Female,59,Hyderabad,463.14
123456799932,Male,20,Mumbai,3607.12
123456799933,Female,21,Delhi,6494.81
123456799934,Male,22,Bangalore,8565.67
123456799935,Female,23,Hyderabad,8941.67
123456799936,Male,24,Mumbai,2000.99
123456799937,Female,25,Delhi,9559.59
123456799938,Male,26,Bangalore,8352.41
123456799939,Female,27,Hyderabad,1163.48
123456799940,Male,28,Mumbai,3358.64
123456799941,Female,29,Delhi,9657.87
123456799942,Male,30,Bangalore,3613.41
123456799943,Female,31,Hyderabad,2211.95
123456799944,Male,32,Mumbai,9066.03
123456799945,Female,33,Delhi,8179.08
123456799946,Male,34,Bangalore,7798.09
123456799947,Female,35,Hyderabad,3510.32
123456799948,Male,36,Mumbai,7755.38
123456799949,Female,37,Delhi,2215.27
123456799950,Male,38,Bangalore,4812.3
123456799951,Female,39,Hyderabad,5998.01
123456799952,Male,40,Mumbai,545.7
123456799953,Female,41,Delhi,8194.85
123456799954,Male,42,Bangalore,250.22
123456799955,Female,43,Hyderabad,1146.22
123456799956,Male,44,Mumbai,2074.94
123456799957,Female,45,Delhi,8136.52
123456799958,Male,46,Bangalore,3704.62
123456799959,Female,47,Hyderabad,345.55
123456799960,Male,48,Mumbai,5825.82
123456799961,Female,49,Delhi,3488.57
123456799962,Male,50,Bangalore,6761.42
123456799963,Female,51,Hyderabad,6771.33
123456799964,Male,52,Mumbai,9320.07
123456799965,Female,53,Delhi,1711.47
123456799966,Male,54,Bangalore,5665.96
123456799967,Female,55,Hyderabad,2577.23
123456799968,Male,56,Mumbai,9797.58
123456799969,Female,57,Delhi,8334.31
123456799970,Male,58,Bangalore,187.02
123456799971,Female,59,Hyderabad,4282.11
123456799972,Male,20,Mumbai,4584.93
123456799973,Female,21,Delhi,3255.51
123456799974,Male,22,Bangalore,4263.05
123456799975,Female,23,Hyderabad,8792.33
123456799976,Male,24,Mumbai,5341.25
123456799977,Female,25,Delhi,4036.67
123456799978,Male,26,Bangalore,1114.94
123456799979,Female,27,Hyderabad,7327.59
123456799980,Male,28,Mumbai,3737.15
123456799981,Female,29,Delhi,6335.7
123456799982,Male,30,Bangalore,8347.85
123456799983,Female,31,Hyderabad,1504.73
123456799984,Male,32,Mumbai,6012.45
123456799985,Female,33,Delhi,4491.8
123456799986,Male,34,Bangalore,546.23
123456799987,Female,35,Hyderabad,2650.97
123456799988,Male,36,Mumbai,4569.78
123456799989,Female,37,Delhi,6094.8
123456799990,Male,38,Bangalore,6221.11
123456799991,Female,39,Hyderabad,267.67
123456799992,Male,40,Mumbai,294.51
123456799993,Female,41,Delhi,3911.02
123456799994,Male,42,Bangalore,6804.52
123456799995,Female,43,Hyderabad,2659.88
123456799996,Male,44,Mumbai,3004.64
123456799997,Female,45,Delhi,5994.0
123456799998,Male,46,Bangalore,5445.33
123456799999,Female,47,Hyderabad,449.35
123456800000,Male,48,Mumbai,7591.08
123456800001,Female,49,Delhi,8061.31
123456800002,Male,50,Bangalore,5156.27
123456800003,Female,51,Hyderabad,8013.94
123456800004,Male,52,Mumbai,2894.1
123456800005,Female,53,Delhi,4795.0
123456800006,Male,54,Bangalore,1346.51
123456800007,Female,55,Hyderabad,9905.94
123456800008,Male,56,Mumbai,8097.84
123456800009,Female,57,Delhi,4580.16
123456800010,Male,58,Bangalore,6326.71
123456800011,Female,59,Hyderabad,6941.32
123456800012,Male,20,Mumbai,8168.4
123456800013,Female,21,Delhi,251.34
123456800014,Male,22,Bangalore,9553.12
123456800015,Female,23,Hyderabad,933.55
123456800016,Male,24,Mumbai,3063.49
123456800017,Female,25,Delhi,9587.86
123456800018,Male,26,Bangalore,8516.63
123456800019,Female,27,Hyderabad,3175.91
123456800020,Male,28,Mumbai,9645.99
123456800021,Female,29,Delhi,5871.19
123456800022,Male,30,Bangalore,2739.27
123456800023,Female,31,Hyderabad,7108.42
123456800024,Male,32,Mumbai,3660.39
123456800025,Female,33,Delhi,2039.71
123456800026,Male,34,Bangalore,8962.56
123456800027,Female,35,Hyderabad,7323.09
123456800028,Male,36,Mumbai,6685.4
123456800029,Female,37,Delhi,1711.48
123456800030,Male,38,Bangalore,9018.93
123456800031,Female,39,Hyderabad,254.4
123456800032,Male,40,Mumbai,8931.41
123456800033,Female,41,Delhi,3385.78
123456800034,Male,42,Bangalore,7572.99
123456800035,Female,43,Hyderabad,5787.59
123456800036,Male,44,Mumbai,4285.5
123456800037,Female,45,Delhi,6330.53
123456800038,Male,46,Bangalore,5019.02
123456800039,Female,47,Hyderabad,4929.62
123456800040,Male,48,Mumbai,331.65
123456800041,Female,49,Delhi,8651.11
123456800042,Male,50,Bangalore,1769.09
123456800043,Female,51,Hyderabad,7339.61
123456800044,Male,52,Mumbai,5361.41
123456800045,Female,53,Delhi,6523.24
123456800046,Male,54,Bangalore,6763.58
123456800047,Female,55,Hyderabad,3205.66
123456800048,Male,56,Mumbai,7228.38
123456800049,Female,57,Delhi,2163.08
123456800050,Male,58,Bangalore,5926.67
123456800051,Female,59,Hyderabad,171.73
123456800052,Male,20,Mumbai,7553.67
123456800053,Female,21,Delhi,7751.07
123456800054,Male,22,Bangalore,8645.59
123456800055,Female,23,Hyderabad,9460.42
123456800056,Male,24,Mumbai,5846.51
123456800057,Female,25,Delhi,8717.27
123456800058,Male,26,Bangalore,2981.73
123456800059,Female,27,Hyderabad,4466.47
123456800060,Male,28,Mumbai,5533.57
123456800061,Female,29,Delhi,6669.49
123456800062,Male,30,Bangalore,9622.63
123456800063,Female,31,Hyderabad,5257.47
123456800064,Male,32,Mumbai,9057.62
123456800065,Female,33,Delhi,3369.82
123456800066,Male,34,Bangalore,6346.99
123456800067,Female,35,Hyderabad,1974.0
123456800068,Male,36,Mumbai,1413.24
123456800069,Female,37,Delhi,2665.03
123456800070,Male,38,Bangalore,984.83
123456800071,Female,39,Hyderabad,6272.25
123456800072,Male,40,Mumbai,4847.92
123456800073,Female,41,Delhi,2089.0
123456800074,Male,42,Bangalore,7738.25
123456800075,Female,43,Hyderabad,5706.28
123456800076,Male,44,Mumbai,3665.12
123456800077,Female,45,Delhi,7498.94
123456800078,Male,46,Bangalore,4734.83
123456800079,Female,47,Hyderabad,2376.03
123456800080,Male,48,Mumbai,9064.4
123456800081,Female,49,Delhi,8095.5
123456800082,Male,50,Bangalore,7028.82
123456800083,Female,51,Hyderabad,5038.8
123456800084,Male,52,Mumbai,8745.33
123456800085,Female,53,Delhi,5892.26
123456800086,Male,54,Bangalore,9081.8
123456800087,Female,55,Hyderabad,7513.76
123456800088,Male,56,Mumbai,1256.18
123456800089,Female,57,Delhi,7135.33
123456800090,Male,58,Bangalore,7721.66
123456800091,Female,59,Hyderabad,4709.37
123456800092,Male,20,Mumbai,9502.31
123456800093,Female,21,Delhi,5274.12
123456800094,Male,22,Bangalore,8471.33
123456800095,Female,23,Hyderabad,1529.78
123456800096,Male,24,Mumbai,5035.3
123456800097,Female,25,Delhi,460.23
123456800098,Male,26,Bangalore,5985.02
123456800099,Female,27,Hyderabad,4716.44
123456800100,Male,28,Mumbai,1732.5
123456800101,Female,29,Delhi,9883.95
123456800102,Male,30,Bangalore,5891.37
123456800103,Female,31,Hyderabad,6518.82
123456800104,Male,32,Mumbai,545.71
123456800105,Female,33,Delhi,4263.9
123456800106,Male,34,Bangalore,2307.42
123456800107,Female,35,Hyderabad,4414.53
123456800108,Male,36,Mumbai,406.75
123456800109,Female,37,Delhi,1721.7
123456800110,Male,38,Bangalore,5338.96
123456800111,Female,39,Hyderabad,6296.64
123456800112,Male,40,Mumbai,7324.06
123456800113,Female,41,Delhi,7436.12
123456800114,Male,42,Bangalore,548.34
123456800115,Female,43,Hyderabad,1163.98
123456800116,Male,44,Mumbai,4255.84
123456800117,Female,45,Delhi,7953.01
123456800118,Male,46,Bangalore,5526.76
123456800119,Female,47,Hyderabad,6908.7
123456800120,Male,48,Mumbai,1435.7
123456800121,Female,49,Delhi,2945.65
123456800122,Male,50,Bangalore,4665.65
123456800123,Female,51,Hyderabad,9947.73
123456800124,Male,52,Mumbai,9081.76
123456800125,Female,53,Delhi,1214.96
123456800126,Male,54,Bangalore,8996.33
123456800127,Female,55,Hyderabad,333.47
123456800128,Male,56,Mumbai,3326.93
123456800129,Female,57,Delhi,4207.15
123456800130,Male,58,Bangalore,868.54
123456800131,Female,59,Hyderabad,6861.68
123456800132,Male,20,Mumbai,5213.02
123456800133,Female,21,Delhi,1377.31
123456800134,Male,22,Bangalore,4265.16
123456800135,Female,23,Hyderabad,1733.24
123456800136,Male,24,Mumbai,5497.2
123456800137,Female,25,Delhi,4863.68
123456800138,Male,26,Bangalore,4702.76
123456800139,Female,27,Hyderabad,643.4
123456800140,Male,28,Mumbai,2168.0
123456800141,Female,29,Delhi,3519.99
123456800142,Male,30,Bangalore,2651.66
123456800143,Female,31,Hyderabad,7966.75
123456800144,Male,32,Mumbai,3251.32
123456800145,Female,33,Delhi,1944.42
123456800146,Male,34,Bangalore,5881.88
123456800147,Female,35,Hyderabad,7286.79
123456800148,Male,36,Mumbai,9605.43
123456800149,Female,37,Delhi,2152.55
123456800150,Male,38,Bangalore,2281.13
123456800151,Female,39,Hyderabad,8962.24
123456800152,Male,40,Mumbai,4523.56
123456800153,Female,41,Delhi,4315.29
123456800154,Male,42,Bangalore,770.72
123456800155,Female,43,Hyderabad,3111.17
123456800156,Male,44,Mumbai,8861.62
123456800157,Female,45,Delhi,3435.3
123456800158,Male,46,Bangalore,9635.94
123456800159,Female,47,Hyderabad,1277.51
123456800160,Male,48,Mumbai,704.19
123456800161,Female,49,Delhi,178.67
123456800162,Male,50,Bangalore,5139.09
123456800163,Female,51,Hyderabad,1307.98
123456800164,Male,52,Mumbai,1972.99
123456800165,Female,53,Delhi,3660.35
123456800166,Male,54,Bangalore,3409.04
123456800167,Female,55,Hyderabad,5626.48
123456800168,Male,56,Mumbai,2452.75
123456800169,Female,57,Delhi,1320.89
123456800170,Male,58,Bangalore,4979.93
123456800171,Female,59,Hyderabad,5059.88
123456800172,Male,20,Mumbai,2014.42
123456800173,Female,21,Delhi,7091.54
123456800174,Male,22,Bangalore,3411.71
123456800175,Female,23,Hyderabad,8349.09
123456800176,Male,24,Mumbai,1415.94
123456800177,Female,25,Delhi,5352.17
123456800178,Male,26,Bangalore,7185.04
123456800179,Female,27,Hyderabad,9029.93
123456800180,Male,28,Mumbai,6715.48
123456800181,Female,29,Delhi,3991.64
123456800182,Male,30,Bangalore,864.97
123456800183,Female,31,Hyderabad,8209.67
123456800184,Male,32,Mumbai,5346.94
123456800185,Female,33,Delhi,9754.6
123456800186,Male,34,Bangalore,2561.54
123456800187,Female,35,Hyderabad,2378.93
123456800188,Male,36,Mumbai,821.72
123456800189,Female,37,Delhi,2369.64
123456800190,Male,38,Bangalore,9530.54
123456800191,Female,39,Hyderabad,5019.4
123456800192,Male,40,Mumbai,7237.67
123456800193,Female,41,Delhi,7521.99
123456800194,Male,42,Bangalore,1397.14
123456800195,Female,43,Hyderabad,8459.13
123456800196,Male,44,Mumbai,4451.07
123456800197,Female,45,Delhi,8822.15
123456800198,Male,46,Bangalore,1657.87
123456800199,Female,47,Hyderabad,8107.17
123456800200,Male,48,Mumbai,1440.8
123456800201,Female,49,Delhi,8136.32
123456800202,Male,50,Bangalore,2797.36
123456800203,Female,51,Hyderabad,7283.97
123456800204,Male,52,Mumbai,935.55
123456800205,Female,53,Delhi,4371.85
123456800206,Male,54,Bangalore,3421.78
123456800207,Female,55,Hyderabad,8377.05
123456800208,Male,56,Mumbai,2341.32
123456800209,Female,57,Delhi,9201.85
123456800210,Male,58,Bangalore,5875.92
123456800211,Female,59,Hyderabad,5918.58
123456800212,Male,20,Mumbai,7746.52
123456800213,Female,21,Delhi,6042.16
123456800214,Male,22,Bangalore,4255.87
123456800215,Female,23,Hyderabad,4509.29
123456800216,Male,24,Mumbai,7270.94
123456800217,Female,25,Delhi,7447.55
123456800218,Male,26,Bangalore,2824.61
123456800219,Female,27,Hyderabad,3443.08
123456800220,Male,28,Mumbai,2083.03
123456800221,Female,29,Delhi,7433.74
123456800222,Male,30,Bangalore,4939.99
123456800223,Female,31,Hyderabad,7920.79
123456800224,Male,32,Mumbai,8196.55
123456800225,Female,33,Delhi,6377.01
123456800226,Male,34,Bangalore,1637.93
123456800227,Female,35,Hyderabad,6950.78
123456800228,Male,36,Mumbai,1411.8
123456800229,Female,37,Delhi,1579.53
123456800230,Male,38,Bangalore,6912.24
123456800231,Female,39,Hyderabad,1447.02
123456800232,Male,40,Mumbai,4852.19
123456800233,Female,41,Delhi,1406.62
123456800234,Male,42,Bangalore,2293.29
123456800235,Female,43,Hyderabad,1165.76
123456800236,Male,44,Mumbai,3395.09
123456800237,Female,45,Delhi,3264.19
123456800238,Male,46,Bangalore,9521.45
123456800239,Female,47,Hyderabad,4485.86
123456800240,Male,48,Mumbai,6424.83
123456800241,Female,49,Delhi,1525.93
123456800242,Male,50,Bangalore,330.87
123456800243,Female,51,Hyderabad,4199.74
123456800244,Male,52,Mumbai,5244.66
123456800245,Female,53,Delhi,1491.14
123456800246,Male,54,Bangalore,837.5
123456800247,Female,55,Hyderabad,1770.46
123456800248,Male,56,Mumbai,8025.28
123456800249,Female,57,Delhi,8502.75
123456800250,Male,58,Bangalore,8631.79
123456800251,Female,59,Hyderabad,6033.24
123456800252,Male,20,Mumbai,3072.2
123456800253,Female,21,Delhi,2819.11
123456800254,Male,22,Bangalore,5737.82
123456800255,Female,23,Hyderabad,940.71
123456800256,Male,24,Mumbai,2018.35
123456800257,Female,25,Delhi,9947.57
123456800258,Male,26,Bangalore,2573.8
123456800259,Female,27,Hyderabad,8489.82
123456800260,Male,28,Mumbai,1120.6
123456800261,Female,29,Delhi,290.89
123456800262,Male,30,Bangalore,2877.91
123456800263,Female,31,Hyderabad,5230.36
123456800264,Male,32,Mumbai,7662.37
123456800265,Female,33,Delhi,5016.62
123456800266,Male,34,Bangalore,9892.51
123456800267,Female,35,Hyderabad,3321.29
123456800268,Male,36,Mumbai,7482.61
123456800269,Female,37,Delhi,4421.54
123456800270,Male,38,Bangalore,6551.62
123456800271,Female,39,Hyderabad,8924.67
123456800272,Male,40,Mumbai,8136.8
123456800273,Female,41,Delhi,5522.7
123456800274,Male,42,Bangalore,5168.93
123456800275,Female,43,Hyderabad,3678.69
123456800276,Male,44,Mumbai,3011.93
123456800277,Female,45,Delhi,8520.43
123456800278,Male,46,Bangalore,363.38
123456800279,Female,47,Hyderabad,424.82
123456800280,Male,48,Mumbai,3536.73
123456800281,Female,49,Delhi,1015.29
123456800282,Male,50,Bangalore,8730.23
123456800283,Female,51,Hyderabad,8838.01
123456800284,Male,52,Mumbai,2229.07
123456800285,Female,53,Delhi,7630.41
123456800286,Male,54,Bangalore,8711.43
123456800287,Female,55,Hyderabad,5416.09
123456800288,Male,56,Mumbai,9820.1
123456800289,Female,57,Delhi,6294.54
123456800290,Male,58,Bangalore,65.38
123456800291,Female,59,Hyderabad,1049.54
123456800292,Male,20,Mumbai,7029.41
123456800293,Female,21,Delhi,4826.67
123456800294,Male,22,Bangalore,2915.95
123456800295,Female,23,Hyderabad,9832.46
123456800296,Male,24,Mumbai,897.12
123456800297,Female,25,Delhi,5472.54
123456800298,Male,26,Bangalore,6729.76
123456800299,Female,27,Hyderabad,7771.08
123456800300,Male,28,Mumbai,3317.42
123456800301,Female,29,Delhi,2585.68
123456800302,Male,30,Bangalore,9450.76
123456800303,Female,31,Hyderabad,5460.93
123456800304,Male,32,Mumbai,4894.51
123456800305,Female,33,Delhi,7313.21
123456800306,Male,34,Bangalore,6994.61
123456800307,Female,35,Hyderabad,7563.46
123456800308,Male,36,Mumbai,1507.85
123456800309,Female,37,Delhi,395.75
123456800310,Male,38,Bangalore,2837.06
123456800311,Female,39,Hyderabad,947.09
123456800312,Male,40,Mumbai,7532.88
123456800313,Female,41,Delhi,3565.58
123456800314,Male,42,Bangalore,5439.39
123456800315,Female,43,Hyderabad,320.03
123456800316,Male,44,Mumbai,6758.41
123456800317,Female,45,Delhi,9531.02
123456800318,Male,46,Bangalore,4968.03
123456800319,Female,47,Hyderabad,2995.95
123456800320,Male,48,Mumbai,720.42
123456800321,Female,49,Delhi,3819.48
123456800322,Male,50,Bangalore,1815.49
123456800323,Female,51,Hyderabad,2006.47
123456800324,Male,52,Mumbai,5153.5
123456800325,Female,53,Delhi,9954.43
123456800326,Male,54,Bangalore,474.29
123456800327,Female,55,Hyderabad,9805.15
123456800328,Male,56,Mumbai,1234.6
123456800329,Female,57,Delhi,1334.57
123456800330,Male,58,Bangalore,8006.56
123456800331,Female,59,Hyderabad,6771.64
123456800332,Male,20,Mumbai,4170.93
123456800333,Female,21,Delhi,9001.24
123456800334,Male,22,Bangalore,2478.76
123456800335,Female,23,Hyderabad,431.41
123456800336,Male,24,Mumbai,9788.65
123456800337,Female,25,Delhi,9829.43
123456800338,Male,26,Bangalore,9330.93
123456800339,Female,27,Hyderabad,7945.86
123456800340,Male,28,Mumbai,1546.82
123456800341,Female,29,Delhi,6965.05
123456800342,Male,30,Bangalore,6434.13
123456800343,Female,31,Hyderabad,1447.65
123456800344,Male,32,Mumbai,5034.83
123456800345,Female,33,Delhi,1327.22
123456800346,Male,34,Bangalore,394.49
123456800347,Female,35,Hyderabad,5338.93
123456800348,Male,36,Mumbai,2100.52
123456800349,Female,37,Delhi,6458.43
123456800350,Male,38,Bangalore,3554.33
123456800351,Female,39,Hyderabad,8579.33
123456800352,Male,40,Mumbai,3055.98
123456800353,Female,41,Delhi,2401.99
123456800354,Male,42,Bangalore,2824.79
123456800355,Female,43,Hyderabad,1159.16
123456800356,Male,44,Mumbai,8874.3
123456800357,Female,45,Delhi,8776.84
123456800358,Male,46,Bangalore,7645.72
123456800359,Female,47,Hyderabad,7171.63
123456800360,Male,48,Mumbai,5935.45
123456800361,Female,49,Delhi,1151.75
123456800362,Male,50,Bangalore,876.62
123456800363,Female,51,Hyderabad,8649.78
123456800364,Male,52,Mumbai,8307.24
123456800365,Female,53,Delhi,8044.24
123456800366,Male,54,Bangalore,4871.07
123456800367,Female,55,Hyderabad,6766.09
123456800368,Male,56,Mumbai,304.01
123456800369,Female,57,Delhi,8875.29
123456800370,Male,58,Bangalore,6915.65
123456800371,Female,59,Hyderabad,6633.39
123456800372,Male,20,Mumbai,1614.48
123456800373,Female,21,Delhi,616.74
123456800374,Male,22,Bangalore,9671.55
123456800375,Female,23,Hyderabad,3927.48
123456800376,Male,24,Mumbai,3313.96
123456800377,Female,25,Delhi,425.64
123456800378,Male,26,Bangalore,396.4
123456800379,Female,27,Hyderabad,7120.24
123456800380,Male,28,Mumbai,8735.1
123456800381,Female,29,Delhi,6189.78
123456800382,Male,30,Bangalore,8748.08
123456800383,Female,31,Hyderabad,9120.87
123456800384,Male,32,Mumbai,3264.44
123456800385,Female,33,Delhi,8127.48
123456800386,Male,34,Bangalore,29.89
123456800387,Female,35,Hyderabad,2176.86
123456800388,Male,36,Mumbai,4485.47
123456800389,Female,37,Delhi,99.33
123456800390,Male,38,Bangalore,1220.75
123456800391,Female,39,Hyderabad,1563.02
123456800392,Male,40,Mumbai,1708.81
123456800393,Female,41,Delhi,1268.82
123456800394,Male,42,Bangalore,1740.79
123456800395,Female,43,Hyderabad,9151.41
123456800396,Male,44,Mumbai,5080.4
123456800397,Female,45,Delhi,9452.01
123456800398,Male,46,Bangalore,923.57
123456800399,Female,47,Hyderabad,9078.92
123456800400,Male,48,Mumbai,6572.88
123456800401,Female,49,Delhi,6294.1
123456800402,Male,50,Bangalore,3097.48
123456800403,Female,51,Hyderabad,9929.62
123456800404,Male,52,Mumbai,359.97
123456800405,Female,53,Delhi,2831.48
123456800406,Male,54,Bangalore,9579.27
123456800407,Female,55,Hyderabad,6518.43
123456800408,Male,56,Mumbai,9701.9
123456800409,Female,57,Delhi,4219.7
123456800410,Male,58,Bangalore,6198.02
123456800411,Female,59,Hyderabad,4430.27
123456800412,Male,20,Mumbai,2101.41
123456800413,Female,21,Delhi,3596.48
123456800414,Male,22,Bangalore,8676.31
123456800415,Female,23,Hyderabad,1344.14
123456800416,Male,24,Mumbai,6829.09
123456800417,Female,25,Delhi,8677.97
123456800418,Male,26,Bangalore,4478.35
123456800419,Female,27,Hyderabad,3458.09
123456800420,Male,28,Mumbai,6833.35
123456800421,Female,29,Delhi,3478.13
123456800422,Male,30,Bangalore,2459.95
123456800423,Female,31,Hyderabad,9460.65
123456800424,Male,32,Mumbai,2390.48
123456800425,Female,33,Delhi,7031.98
123456800426,Male,34,Bangalore,4372.2
123456800427,Female,35,Hyderabad,4327.38
123456800428,Male,36,Mumbai,4003.34
123456800429,Female,37,Delhi,8232.56
123456800430,Male,38,Bangalore,6745.19
123456800431,Female,39,Hyderabad,7991.37
123456800432,Male,40,Mumbai,5293.48
123456800433,Female,41,Delhi,9929.95
123456800434,Male,42,Bangalore,4514.16
123456800435,Female,43,Hyderabad,6436.08
123456800436,Male,44,Mumbai,5251.28
123456800437,Female,45,Delhi,5259.65
123456800438,Male,46,Bangalore,7215.99
123456800439,Female,47,Hyderabad,5756.32
123456800440,Male,48,Mumbai,2057.57
123456800441,Female,49,Delhi,9374.59
123456800442,Male,50,Bangalore,7611.27
123456800443,Female,51,Hyderabad,7215.22
123456800444,Male,52,Mumbai,6304.67
123456800445,Female,53,Delhi,9794.04
123456800446,Male,54,Bangalore,7888.66
123456800447,Female,55,Hyderabad,2054.69
123456800448,Male,56,Mumbai,5627.0
123456800449,Female,57,Delhi,4114.75
123456800450,Male,58,Bangalore,3268.52
123456800451,Female,59,Hyderabad,2397.91
123456800452,Male,20,Mumbai,5220.5
123456800453,Female,21,Delhi,8588.49
123456800454,Male,22,Bangalore,5704.09
123456800455,Female,23,Hyderabad,6893.9
123456800456,Male,24,Mumbai,6938.16
123456800457,Female,25,Delhi,2692.29
123456800458,Male,26,Bangalore,5121.4
123456800459,Female,27,Hyderabad,1458.37
123456800460,Male,28,Mumbai,9311.84
123456800461,Female,29,Delhi,9487.36
123456800462,Male,30,Bangalore,546.5
123456800463,Female,31,Hyderabad,1796.53
123456800464,Male,32,Mumbai,7277.89
123456800465,Female,33,Delhi,2114.92
123456800466,Male,34,Bangalore,5947.14
123456800467,Female,35,Hyderabad,2765.75
123456800468,Male,36,Mumbai,8102.69
123456800469,Female,37,Delhi,6597.42
123456800470,Male,38,Bangalore,8796.42
123456800471,Female,39,Hyderabad,4700.76
123456800472,Male,40,Mumbai,6837.38
123456800473,Female,41,Delhi,9007.95
123456800474,Male,42,Bangalore,4966.55
123456800475,Female,43,Hyderabad,61.11
123456800476,Male,44,Mumbai,4685.86
123456800477,Female,45,Delhi,2594.28
123456800478,Male,46,Bangalore,6459.29
123456800479,Female,47,Hyderabad,6138.09
123456800480,Male,48,Mumbai,4526.01
123456800481,Female,49,Delhi,6598.23
123456800482,Male,50,Bangalore,3634.29
123456800483,Female,51,Hyderabad,669.96
123456800484,Male,52,Mumbai,6917.65
123456800485,Female,53,Delhi,6677.56
123456800486,Male,54,Bangalore,3648.02
123456800487,Female,55,Hyderabad,6348.8
123456800488,Male,56,Mumbai,7568.44
123456800489,Female,57,Delhi,28.14
123456800490,Male,58,Bangalore,195.59
123456800491,Female,59,Hyderabad,1285.27
123456800492,Male,20,Mumbai,5483.57
123456800493,Female,21,Delhi,4636.44
123456800494,Male,22,Bangalore,5093.83
123456800495,Female,23,Hyderabad,69.1
123456800496,Male,24,Mumbai,8939.86
123456800497,Female,25,Delhi,94.46
123456800498,Male,26,Bangalore,4566.12
123456800499,Female,27,Hyderabad,5525.92
123456800500,Male,28,Mumbai,7932.55
123456800501,Female,29,Delhi,3748.39
123456800502,Male,30,Bangalore,7841.15
123456800503,Female,31,Hyderabad,5621.48
123456800504,Male,32,Mumbai,7590.07
123456800505,Female,33,Delhi,6173.3
123456800506,Male,34,Bangalore,4250.05
123456800507,Female,35,Hyderabad,6220.02
123456800508,Male,36,Mumbai,2994.75
123456800509,Female,37,Delhi,3946.52
123456800510,Male,38,Bangalore,1467.91
123456800511,Female,39,Hyderabad,6733.88
123456800512,Male,40,Mumbai,6459.87
123456800513,Female,41,Delhi,5196.27
123456800514,Male,42,Bangalore,8730.71
123456800515,Female,43,Hyderabad,489.84
123456800516,Male,44,Mumbai,6180.03
123456800517,Female,45,Delhi,9261.5
123456800518,Male,46,Bangalore,5546.85
123456800519,Female,47,Hyderabad,5278.02
123456800520,Male,48,Mumbai,3652.98
123456800521,Female,49,Delhi,5725.97
123456800522,Male,50,Bangalore,1071.32
123456800523,Female,51,Hyderabad,9921.71
123456800524,Male,52,Mumbai,929.79
123456800525,Female,53,Delhi,483.38
123456800526,Male,54,Bangalore,1329.34
123456800527,Female,55,Hyderabad,8147.03
123456800528,Male,56,Mumbai,5841.52
123456800529,Female,57,Delhi,3364.86
123456800530,Male,58,Bangalore,7111.52
123456800531,Female,59,Hyderabad,799.28
123456800532,Male,20,Mumbai,2044.14
123456800533,Female,21,Delhi,1111.41
123456800534,Male,22,Bangalore,6895.65
123456800535,Female,23,Hyderabad,133.22
123456800536,Male,24,Mumbai,565.71
123456800537,Female,25,Delhi,5219.52
123456800538,Male,26,Bangalore,9222.0
123456800539,Female,27,Hyderabad,4949.72
123456800540,Male,28,Mumbai,6827.86
123456800541,Female,29,Delhi,5244.42
123456800542,Male,30,Bangalore,5205.87
123456800543,Female,31,Hyderabad,4291.51
123456800544,Male,32,Mumbai,1672.65
123456800545,Female,33,Delhi,2620.12
123456800546,Male,34,Bangalore,3419.02
